City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
594,Hermosillo,MX,67.24,clear sky,29.0667,-110.9667,ibis Hermosillo
600,Mangrol,IN,79.93,clear sky,21.1167,70.1167,Hotel The Royal Honours
602,Surt,LY,58.01,broken clouds,31.2089,16.5887,الهادي ابوشعاله سرت
604,Orcopampa,PE,45.07,overcast clouds,-15.2661,-72.3417,Happy Wasi
607,Kutum,SD,69.19,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
608,Dangara,IN,76.15,clear sky,29.6799,75.8931,Mirchi Hotel & Restaurant Tohana
609,Ayolas,PY,70.39,scattered clouds,-27.4,-56.9,Hotel Ayolas
610,Sirjan,IR,61.21,clear sky,29.452,55.6814,MAPNA Building
611,Moerai,PF,78.71,light rain,-22.4333,-151.3333,Le Manotel
612,Fukuchiyama,JP,51.66,scattered clouds,35.3,135.1167,Fukuchiyama Ark Hotel
614,Awbari,LY,57.6,clear sky,26.5921,12.7805,فندق أوباري
615,Chino Valley,US,53.91,clear sky,34.7575,-112.4538,Primrose Inn & Suites
619,Shangrao,CN,47.68,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
620,Mackay,AU,79.68,clear sky,-21.15,149.2,International Lodge Motel
621,Brae,GB,44.51,overcast clouds,60.3964,-1.353,Busta House Hotel
625,Peruibe,BR,72.84,overcast clouds,-24.32,-46.9983,Hotel Pousada Xapuri
626,Mount Pleasant,US,49.98,scattered clouds,32.7941,-79.8626,Best Western Patriots Point
630,Kahului,US,72.84,few clouds,20.8947,-156.47,Maui Seaside Hotel
631,Tuxpan,MX,51.39,clear sky,19.55,-103.4,Hotel y Restaurante Campestre La Cabaña
632,Dongying,CN,49.12,light rain,37.4564,118.4856,Wanda Realm
633,Somerset,US,55.22,broken clouds,40.5668,-74.5496,Hilton Garden Inn Bridgewater
634,Eirunepe,BR,71.53,overcast clouds,-6.6603,-69.8736,Atrás de você
636,Boca Do Acre,BR,72.39,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
639,Sandy Bay,AU,65.05,broken clouds,-42.913,147.3532,St Ives Hobart Accommodation Tasmania
640,Praxedis Guerrero,MX,52.75,clear sky,31.3667,-106.0167,Congregación placitas de Otero
641,Zaragoza,ES,50.11,broken clouds,41.6561,-0.8773,INNSiDE Zaragoza
642,Shingu,JP,51.91,scattered clouds,33.7333,135.9833,Shingu UI Hotel
643,Urgut,UZ,44.22,overcast clouds,39.4022,67.2431,Xursandov Abdullo xonadoni
644,Marawi,PH,72.64,overcast clouds,7.9986,124.2928,Derogongan Residence
645,Mercedes,AR,54.84,overcast clouds,-34.6515,-59.4307,Posada del Inti Centro
646,Malia,GR,60.66,overcast clouds,35.2833,25.4667,Kalypso Hotel
647,Las Lomas,PA,71.28,overcast clouds,8.4333,-82.4,Hotel Castilla
653,Kalengwa,ZM,72.68,light rain,-13.4659,25.0027,
656,Ukiah,US,63.03,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
659,Canutama,BR,71.82,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
660,Humberto De Campos,BR,75.7,light rain,-2.5983,-43.4611,Pousada do Cabeça
661,Esna,EG,68.22,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
662,Ayotzintepec,MX,67.86,overcast clouds,17.6667,-96.1333,"Hotel ""Punta del Cerro"""
664,Zaria,NG,73.81,broken clouds,11.1113,7.7227,A.B.U Hotels
665,Mapiripan,CO,72.34,overcast clouds,2.8892,-72.1256,Monserrate
666,Xacmaz,AZ,47.88,clear sky,41.4635,48.806,SAHİL HOTEL
668,Batemans Bay,AU,67.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
669,Travesia,HN,70.09,few clouds,15.8667,-87.9,Palace Inn Hotel
670,La Tebaida,CO,64.72,overcast clouds,4.4527,-75.7875,El Triángulo
671,Sakakah,SA,58.57,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
673,Khuzdar,PK,67.05,clear sky,27.7384,66.6434,jhalwan Rent A Car Compny Moola Chotok
679,La Roda,ES,50.9,overcast clouds,39.2167,-2.15,Hotel-Restaurante El Sueño de Jemik
681,Iranshahr,IR,75.54,clear sky,27.2025,60.6848,نیک سرشت
683,Xinyu,CN,45.54,light rain,27.8043,114.9334,Xinyu Beihu Hotel
684,Jacareacanga,BR,71.35,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
688,Fort-Shevchenko,KZ,43.25,overcast clouds,44.5086,50.263,Oasis hotel Bautino
689,San Juan,AR,62.19,overcast clouds,-31.5375,-68.5364,Hotel Provincial
690,Apucarana,BR,60.93,clear sky,-23.5508,-51.4608,Hotel Doral Apucarana
692,Raymond,US,44.42,overcast clouds,43.9015,-70.4703,Migis Lodge at Sebago Lake
694,Blythe,US,66.65,clear sky,33.6103,-114.5964,Rodeway Inn & Suites
695,Camacupa,AO,77.34,overcast clouds,-12.0167,17.4833,
696,Senador Jose Porfirio,BR,72.32,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
698,Ilhabela,BR,73.99,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
699,Pafos,CY,62.51,clear sky,34.7667,32.4167,Elysium Hotel
700,Natal,BR,77.65,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
701,Dunedin,NZ,54.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
703,Fonte Boa,BR,71.96,overcast clouds,-2.4959,-66.2662,
